,Name,Number,Rarity,Details,Quantity,Price,Junk,set
1604,Name,Number,,Details,#,$,,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1605,Abomination of Llanowar (Foil Etched),,Uncommon,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1606,Abrade (Extended Art),,Uncommon,Near Mint Normal English,6,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1607,Abrade (Extended Art),,Uncommon,Near Mint Foil English,6,2.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1608,"Akiri, Line-Slinger (Foil Etched)",,Mythic,Near Mint Normal English,6,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1609,Akroma's Will,,Rare,Near Mint Normal English,12,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1610,Akroma's Will,,Rare,Near Mint Foil English,2,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1611,Akroma's Will (Extended Art),,Rare,Near Mint Normal English,7,6.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1612,Akroma's Will (Extended Art),,Rare,Near Mint Foil English,6,12.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1613,"Akroma, Vision of Ixidor",,Mythic,Near Mint Foil English,4,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1614,"Akroma, Vision of Ixidor",,Mythic,Near Mint Normal English,4,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1615,"Akroma, Vision of Ixidor (Foil Etched)",,Mythic,Near Mint Normal English,8,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1616,"Amareth, the Lustrous (Foil Etched)",,Rare,Near Mint Normal English,8,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1617,Amphin Mutineer,,Rare,Near Mint Foil English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1618,Amphin Mutineer (Extended Art),,Rare,Near Mint Normal English,3,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1619,Amphin Mutineer (Extended Art),,Rare,Near Mint Foil English,2,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1620,"Anara, Wolvid Familiar (Foil Etched)",,Uncommon,Near Mint Normal English,6,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1621,Apex Devastator,,Mythic,Near Mint Foil English,2,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1622,Apex Devastator,,Mythic,Near Mint Normal English,6,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1623,Apex Devastator (Extended Art),,Mythic,Near Mint Normal English,4,8.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1624,Apex Devastator (Extended Art),,Mythic,Near Mint Foil English,3,32.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1625,Araumi of the Dead Tide (Foil Etched),,Uncommon,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1626,Arcane Denial (Extended Art),,Common,Near Mint Normal English,6,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1627,Arcane Denial (Extended Art),,Common,Near Mint Foil English,8,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1628,Arcane Signet,,Uncommon,Near Mint Normal English,12,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1629,Arcane Signet,,Uncommon,Near Mint Foil English,4,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1630,Arcane Signet (Extended Art),,Uncommon,Near Mint Normal English,6,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1631,Arcane Signet (Extended Art),,Uncommon,Near Mint Foil English,14,12.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1632,Archon of Coronation,,Mythic,Near Mint Normal English,2,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1633,Archon of Coronation,,Mythic,Near Mint Foil English,2,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1634,Archon of Coronation (Extended Art),,Mythic,Near Mint Foil English,1,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1635,"Ardenn, Intrepid Archaeologist (Foil Etched)",,Uncommon,Near Mint Normal English,5,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1636,"Armix, Filigree Thrasher (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.10,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1637,Armored Skyhunter,,Rare,Near Mint Normal English,1,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1638,Armored Skyhunter,,Rare,Near Mint Foil English,2,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1639,Armored Skyhunter (Extended Art),,Rare,Near Mint Normal English,4,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1640,Armored Skyhunter (Extended Art),,Rare,Near Mint Foil English,4,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1641,Austere Command,,Rare,Near Mint Normal English,8,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1642,Austere Command,,Rare,Near Mint Foil English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1643,Austere Command (Extended Art),,Rare,Near Mint Normal English,4,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1644,Austere Command (Extended Art),,Rare,Near Mint Foil English,4,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1645,"Averna, the Chaos Bloom (Foil Etched)",,Rare,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1646,Biowaste Blob (Extended Art),,Rare,Near Mint Normal English,2,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1647,Blasphemous Act,,Rare,Near Mint Foil English,6,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1648,Blasphemous Act (Extended Art),,Rare,Near Mint Normal English,4,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1649,Blasphemous Act (Extended Art),,Rare,Near Mint Foil English,4,9.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1650,Body of Knowledge (Extended Art),,Rare,Near Mint Normal English,2,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1651,Body of Knowledge (Extended Art),,Rare,Near Mint Foil English,2,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1652,Boros Charm (Extended Art),,Uncommon,Near Mint Normal English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1653,Boros Charm (Extended Art),,Uncommon,Near Mint Foil English,6,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1654,"Breeches, Brazen Plunderer (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.10,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1655,"Brinelin, the Moon Kraken (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.10,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1656,"Bruse Tarl, Boorish Herder (Foil Etched)",,Mythic,Near Mint Normal English,6,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1657,Burnished Hart (Extended Art),,Uncommon,Near Mint Normal English,4,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1658,Burnished Hart (Extended Art),,Uncommon,Near Mint Foil English,4,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1659,Coercive Recruiter (Extended Art),,Rare,Near Mint Foil English,1,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1660,"Colfenor, the Last Yew (Foil Etched)",,Rare,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1661,Command Beacon,,Rare,Near Mint Foil English,6,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1662,Command Beacon (Extended Art),,Rare,Near Mint Normal English,6,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1663,Command Beacon (Extended Art),,Rare,Near Mint Foil English,4,7.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1664,Command Tower,,Common,Near Mint Foil English,3,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1665,Command Tower (Extended Art),,Common,Near Mint Normal English,6,3.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1666,Command Tower (Extended Art),,Common,Near Mint Foil English,3,13.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1667,Commander's Plate,,Mythic,Near Mint Normal English,6,9.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1668,Commander's Plate,,Mythic,Near Mint Foil English,4,8.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1669,Commander's Plate (Extended Art),,Mythic,Near Mint Normal English,5,14.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1670,Commander's Sphere (Extended Art),,Common,Near Mint Normal English,3,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1671,Commander's Sphere (Extended Art),,Common,Near Mint Foil English,3,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1672,Counterspell (Extended Art),,Common,Near Mint Normal English,9,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1673,Court of Ambition,,Rare,Near Mint Normal English,10,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1674,Court of Ambition,,Rare,Near Mint Foil English,4,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1675,Court of Ambition (Extended Art),,Rare,Near Mint Normal English,3,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1676,Court of Ambition (Extended Art),,Rare,Near Mint Foil English,2,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1677,Court of Bounty,,Rare,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1678,Court of Bounty,,Rare,Near Mint Foil English,4,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1679,Court of Bounty (Extended Art),,Rare,Near Mint Normal English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1680,Court of Bounty (Extended Art),,Rare,Near Mint Foil English,4,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1681,Court of Cunning,,Rare,Near Mint Normal English,12,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1682,Court of Cunning,,Rare,Near Mint Foil English,3,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1683,Court of Cunning (Extended Art),,Rare,Near Mint Normal English,4,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1684,Court of Cunning (Extended Art),,Rare,Near Mint Foil English,4,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1685,Court of Grace,,Rare,Near Mint Normal English,4,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1686,Court of Grace,,Rare,Near Mint Foil English,2,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1687,Court of Grace (Extended Art),,Rare,Near Mint Normal English,8,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1688,Court of Grace (Extended Art),,Rare,Near Mint Foil English,4,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1689,Court of Ire (Extended Art),,Rare,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1690,Court of Ire (Extended Art),,Rare,Near Mint Foil English,4,2.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1691,Dawnglade Regent (Extended Art),,Rare,Near Mint Normal English,3,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1692,Dawnglade Regent (Extended Art),,Rare,Near Mint Foil English,3,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1693,"Derevi, Empyrial Tactician (Foil Etched)",,Mythic,Near Mint Normal English,8,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1694,Elvish Dreadlord (Extended Art),,Rare,Near Mint Normal English,1,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1695,Elvish Dreadlord (Extended Art),,Rare,Near Mint Foil English,3,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1696,Emberwilde Captain (Extended Art),,Rare,Near Mint Foil English,2,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1697,Fact or Fiction (Extended Art),,Uncommon,Near Mint Foil English,1,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1698,"Falthis, Shadowcat Familiar (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.10,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1699,Fyndhorn Elves,,Common,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1700,Fyndhorn Elves (Extended Art),,Common,Near Mint Foil English,2,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1701,Generous Gift,,,Near Mint Normal English,4,0.33,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1702,Generous Gift (Extended Art),,Uncommon,Near Mint Normal English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1703,Generous Gift (Extended Art),,Uncommon,Near Mint Foil English,4,2.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1704,"Hamza, Guardian of Arashin (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1705,Hellkite Courser,,Mythic,Near Mint Normal English,2,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1706,Hellkite Courser,,Mythic,Near Mint Foil English,4,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1707,Hellkite Courser (Extended Art),,Mythic,Near Mint Normal English,4,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1708,Hellkite Courser (Extended Art),,Mythic,Near Mint Foil English,1,10.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1709,Horizon Stone,,Rare,Near Mint Foil English,3,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1710,Horizon Stone (Extended Art),,Rare,Near Mint Normal English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1711,Horizon Stone (Extended Art),,Rare,Near Mint Foil English,2,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1712,Hullbreacher (Extended Art),,Rare,Near Mint Normal English,1,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1713,Hullbreacher (Extended Art),,Rare,Near Mint Foil English,4,18.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1714,"Ikra Shidiqi, the Usurper (Foil Etched)",,Mythic,Near Mint Normal English,8,2.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1715,Immaculate Magistrate (Extended Art),,Rare,Near Mint Foil English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1716,"Imoti, Celebrant of Bounty (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1717,"Ishai, Ojutai Dragonspeaker (Foil Etched)",,Mythic,Near Mint Normal English,7,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1718,Jeska's Will,,Rare,Near Mint Normal English,3,8.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1719,Jeska's Will,,Rare,Near Mint Foil English,2,14.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1720,Jeska's Will (Extended Art),,Rare,Near Mint Normal English,12,16.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1721,Jeska's Will (Extended Art),,Rare,Near Mint Foil English,6,40.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1722,"Jeska, Thrice Reborn",,Mythic,Near Mint Normal English,3,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1723,"Jeska, Thrice Reborn (Borderless)",,Mythic,Near Mint Normal English,3,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1724,Jeweled Lotus,,Mythic,Near Mint Normal English,16,65.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1725,Jeweled Lotus,,Mythic,Near Mint Foil English,6,90.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1726,Jeweled Lotus (Extended Art),,Mythic,Near Mint Normal English,10,125.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1727,Jeweled Lotus (Extended Art),,Mythic,Near Mint Foil English,3,525.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1728,"Juri, Master of the Revue (Foil Etched)",,Uncommon,Near Mint Normal English,8,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1729,Kamahl's Will (Extended Art),,Rare,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1730,"Kamahl, Heart of Krosa",,Mythic,Near Mint Normal English,8,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1731,"Kamahl, Heart of Krosa",,Mythic,Near Mint Foil English,2,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1732,"Kamahl, Heart of Krosa (Foil Etched)",,Mythic,Near Mint Normal English,3,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1733,"Kangee, Sky Warden (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1734,"Karametra, God of Harvests (Foil Etched)",,Mythic,Near Mint Normal English,1,2.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1735,"Kediss, Emberclaw Familiar (Foil Etched)",,Uncommon,Near Mint Normal English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1736,Keeper of the Accord,,Rare,Near Mint Normal English,6,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1737,Keeper of the Accord,,Rare,Near Mint Foil English,1,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1738,Keeper of the Accord (Extended Art),,Rare,Near Mint Normal English,3,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1739,Keeper of the Accord (Extended Art),,Rare,Near Mint Foil English,4,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1740,"Keleth, Sunmane Familiar (Foil Etched)",,Uncommon,Near Mint Normal English,4,0.15,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1741,Kodama of the East Tree,,Rare,Near Mint Normal English,13,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1742,Kodama of the East Tree,,Rare,Near Mint Foil English,4,2.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1743,Kodama of the East Tree (Foil Etched),,Rare,Near Mint Normal English,4,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1744,Kodama's Reach (Extended Art),,Common,Near Mint Normal English,7,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1745,Kodama's Reach (Extended Art),,Common,Near Mint Foil English,4,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1746,"Krark, the Thumbless",,Rare,Near Mint Foil English,3,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1747,"Krark, the Thumbless (Foil Etched)",,Rare,Near Mint Normal English,6,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1748,"Kwain, Itinerant Meddler (Foil Etched)",,Rare,Near Mint Normal English,3,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1749,"Lathiel, the Bounteous Dawn",,Rare,Near Mint Foil English,2,0.15,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1750,"Liesa, Shroud of Dusk",,Rare,Near Mint Normal English,7,0.15,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1751,"Liesa, Shroud of Dusk (Foil Etched)",,Rare,Near Mint Normal English,4,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1752,"Ludevic, Necro-Alchemist (Foil Etched)",,Mythic,Near Mint Normal English,2,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1753,Magus of the Order (Extemded Art),,Rare,Near Mint Foil English,2,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1754,"Malcolm, Keen-Eyed Navigator (Foil Etched)",,Uncommon,Near Mint Normal English,6,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1755,Mana Drain,,Mythic,Near Mint Normal English,10,30.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1756,Mana Drain,,Mythic,Near Mint Foil English,3,40.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1757,Mana Drain (Extended Art),,Mythic,Near Mint Normal English,6,45.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1758,Mana Drain (Extended Art),,Mythic,Near Mint Foil English,3,120.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1759,"Marath, Will of the Wild (Foil Etched)",,Mythic,Near Mint Normal English,4,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1760,Mnemonic Deluge,,Mythic,Near Mint Normal English,3,0.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1761,Mnemonic Deluge,,Mythic,Near Mint Foil English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1762,Mnemonic Deluge (Extended Art),,Mythic,Near Mint Normal English,2,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1763,Mnemonic Deluge (Extended Art),,Mythic,Near Mint Foil English,4,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1764,Mulldrifter (Extended Art),,Uncommon,Near Mint Normal English,3,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1765,Mulldrifter (Extended Art),,Uncommon,Near Mint Foil English,1,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1766,Myriad Landscape (Extended Art),,Uncommon,Near Mint Normal English,2,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1767,Myriad Landscape (Extended Art),,Uncommon,Near Mint Foil English,4,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1768,"Najeela, the Blade-Blossom (Foil Etched)",,Mythic,Near Mint Normal English,12,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1769,Necrotic Hex (Extemded Art),,Rare,Near Mint Foil English,2,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1770,"Nekusar, the Mindrazer (Foil Etched)",,Mythic,Near Mint Normal English,6,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1771,Nevinyrral's Disk,,Rare,Near Mint Foil English,2,0.15,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1772,Nevinyrral's Disk (Extended Art),,Rare,Near Mint Foil English,4,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1773,"Nevinyrral, Urborg Tyrant (Foil Etched)",,Rare,Near Mint Normal English,6,0.25,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1774,Opal Palace (Extended Art),,Common,Near Mint Foil English,4,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1775,Open the Armory,,Uncommon,Near Mint Foil English,3,0.15,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1776,Opposition Agent,,Rare,Near Mint Foil English,2,7.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1777,Opposition Agent (Extended Art),,Rare,Near Mint Foil English,3,40.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1778,Path of Ancestry (Extended Art),,Common,Near Mint Normal English,9,1.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1779,Path of Ancestry (Extended Art),,Common,Near Mint Foil English,4,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1780,Phyrexian Triniform,,Mythic,Near Mint Normal English,4,0.75,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1781,Phyrexian Triniform,,Mythic,Near Mint Foil English,3,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1782,Phyrexian Triniform (Extended Art),,Mythic,Near Mint Normal English,1,2.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1783,Phyrexian Triniform (Extended Art),,Mythic,Near Mint Foil English,1,5.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1784,Port Razer,,Mythic,Near Mint Normal English,12,1.50,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1785,Port Razer,,Mythic,Near Mint Foil English,4,3.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
1786,Port Razer (Extended Art),,Mythic,Near Mint Normal English,8,4.00,Sell to Us,http://shop.strikezoneonline.com/BuyList/Commander_Legends.html
